"","code","borough","ward_name","year","population","hectares","square_kilometres","population_per_hectare","population_per_square_kilometre"
"595","E05000620","Wandsworth","Queenstown",2022,28298,320.8,3.208,88.21072319,8821.072319
"596","E05000621","Wandsworth","Roehampton and Putney Heath",2022,16395,442.4,4.424,37.05922242,3705.922242
"597","E05000622","Wandsworth","St Mary's Park",2022,20365,139.6,1.396,145.8810888,14588.10888
"598","E05000623","Wandsworth","Shaftesbury",2022,14589,94.8,0.948,153.8924051,15389.24051
"599","E05000624","Wandsworth","Southfields",2022,18199,152.2,1.522,119.5729304,11957.29304
"600","E05000625","Wandsworth","Thamesfield",2022,18207,192.1,1.921,94.77876106,9477.876106
"601","E05000626","Wandsworth","Tooting",2022,17411,160.4,1.604,108.5473815,10854.73815
"602","E05000627","Wandsworth","Wandsworth Common",2022,15870,276,2.76,57.5,5750
"603","E05000628","Wandsworth","West Hill",2022,16969,168.8,1.688,100.5272512,10052.72512
"604","E05000629","Wandsworth","West Putney",2022,15561,184.6,1.846,84.29577465,8429.577465
"605","E05000630","Westminster","Abbey Road",2022,13431,109.5,1.095,122.6575342,12265.75342
"606","E05000631","Westminster","Bayswater",2022,11757,51.8,0.518,226.969112,22696.9112
"607","E05000632","Westminster","Bryanston and Dorset Square",2022,14219,72.3,0.723,196.6666667,19666.66667
"608","E05000633","Westminster","Churchill",2022,12755,60.9,0.609,209.4417077,20944.17077
"609","E05000634","Westminster","Church Street",2022,14182,44.4,0.444,319.4144144,31941.44144
"610","E05000635","Westminster","Harrow Road",2022,13855,49.5,0.495,279.8989899,27989.89899
"611","E05000636","Westminster","Hyde Park",2022,16529,95.9,0.959,172.3566215,17235.66215
"612","E05000637","Westminster","Knightsbridge and Belgravia",2022,10308,359.3,3.593,28.68911773,2868.911773
"613","E05000638","Westminster","Lancaster Gate",2022,15379,63,0.63,244.1111111,24411.11111
"614","E05000639","Westminster","Little Venice",2022,13173,63.6,0.636,207.1226415,20712.26415
"615","E05000640","Westminster","Maida Vale",2022,11992,64.6,0.646,185.6346749,18563.46749
"616","E05000641","Westminster","Marylebone High Street",2022,12670,100.1,1.001,126.5734266,12657.34266
"617","E05000642","Westminster","Queen's Park",2022,13938,58.3,0.583,239.0737564,23907.37564
"618","E05000643","Westminster","Regent's Park",2022,13738,225.6,2.256,60.89539007,6089.539007
"619","E05000644","Westminster","St James's",2022,15903,346.8,3.468,45.85640138,4585.640138
"620","E05000645","Westminster","Tachbrook",2022,9359,44.4,0.444,210.7882883,21078.82883
"621","E05000646","Westminster","Vincent Square",2022,12785,68.6,0.686,186.3702624,18637.02624
"622","E05000647","Westminster","Warwick",2022,10737,57.4,0.574,187.0557491,18705.57491
"623","E05000648","Westminster","Westbourne",2022,14417,67.4,0.674,213.9020772,21390.20772
"624","E05000649","Westminster","West End",2022,13749,199.6,1.996,68.88276553,6888.276553
