"","gss_code","med_caring","med_enjoying","med_learning","med_living","med_supplying","med_div_score","med_prox_score","med_total_score","med_func_comp","med_log_func_comp","ward_name","ward_hectares","borough","ward_name2"
"618","E05000618",1,1,2,1,1,0.8,0.6,1.4,1.4,0.336472236621213,"Nightingale",123.197,"Wandsworth","Nightingale"
"619","E05000619",0,5,1,4,1,0.6,0.8,1.4,2,0.693147180559945,"Northcote",167.535,"Wandsworth","Northcote"
"620","E05000620",2,8.5,2,4,7,1,0.6,1.2,4.4,1.44295870377339,"Queenstown",320.486,"Wandsworth","Queenstown"
"621","E05000621",2,3,1,2,3,0.8,0.6,1.4,2.2,0.78845736036427,"Roehampton and Putney Heath",442.415,"Wandsworth","Roehampton and Putney Heath"
"622","E05000622",1,5,1,5,7,1,0.8,1.6,2.8,1.02961941718116,"St. Mary's Park",139.685,"Wandsworth","St. Mary's Park"
"623","E05000623",0,1,0,6,3,0.6,0.6,1.2,2,0.693147180559945,"Shaftesbury",94.789,"Wandsworth","Shaftesbury"
"624","E05000624",2,4,0,3,4,0.8,0.8,1.6,1.8,0.587786664902119,"Southfields",152.469,"Wandsworth","Southfields"
"625","E05000625",8,6,0,6,1,0.8,0.8,1.6,4.2,1.43508452528932,"Thamesfield",192.172,"Wandsworth","Thamesfield"
"626","E05000626",2,2,1,2,2,0.8,0.8,1.5,1.8,0.587786664902119,"Tooting",160.02,"Wandsworth","Tooting"
"627","E05000627",0,5,0,1,1,0.6,0.6,1.4,1.8,0.587786664902119,"Wandsworth Common",276.497,"Wandsworth","Wandsworth Common"
"628","E05000628",1,2,0,2,3,0.8,0.8,1.4,1.8,0.587786664902119,"West Hill",168.568,"Wandsworth","West Hill"
"629","E05000629",2,3,1,2,2,0.8,0.8,1.4,2.2,0.78845736036427,"West Putney",184.761,"Wandsworth","West Putney"
"630","E05000630",9,86,5,16,31,1,0.8,1.8,29.4,3.38099467434464,"Abbey Road",109.492,"Westminster","Abbey Road"
"631","E05000631",2,3,3,3,2,1,0.8,1.8,2.6,0.955511445027436,"Bayswater",51.949,"Westminster","Bayswater"
"632","E05000632",1,8,2,0,1,0.8,0.6,1.4,2.6,0.955511445027436,"Bryanston and Dorset Square",72.318,"Westminster","Bryanston and Dorset Square"
"633","E05000633",2,7,1,6,10,1,0.6,1.6,5.2,1.64865862558738,"Churchill",60.923,"Westminster","Churchill"
"634","E05000634",1,5,2,0,1,0.8,0.8,1.6,1.4,0.336472236621213,"Church Street",44.269,"Westminster","Church Street"
"635","E05000635",5,34,2,4,31,1,0.8,1.8,14.4,2.66722820658196,"Harrow Road",49.519,"Westminster","Harrow Road"
"636","E05000636",0,12,1,0,0,0.4,0.8,1.2,2.6,0.955511445027436,"Hyde Park",95.514,"Westminster","Hyde Park"
"637","E05000637",3,12,1,6,10,1,0.2,1.2,5.2,1.64865862558738,"Knightsbridge and Belgravia",359.43,"Westminster","Knightsbridge and Belgravia"
"638","E05000638",0,11,0,3,4,0.6,0.8,1.4,3.6,1.28093384546206,"Lancaster Gate",63.082,"Westminster","Lancaster Gate"
"639","E05000639",0,5,1,0,0,0.6,0.8,1.2,1.4,0.336472236621213,"Little Venice",63.733,"Westminster","Little Venice"
"640","E05000640",1,5,2,1,4,0.8,0.8,1.6,3.6,1.28093384546206,"Maida Vale",64.615,"Westminster","Maida Vale"
"641","E05000641",1054,4527,321,425,3385,1,0.4,1.4,1942.4,7.57167960086518,"Marylebone High Street",100.107,"Westminster","Marylebone High Street"
"642","E05000642",1,5,0.5,3,0,0.6,0.8,1.5,1.7,0.528895147073927,"Queen's Park",58.441,"Westminster","Queen's Park"
"643","E05000643",2,6,2,1,4,0.8,0.5,1.4,3,1.09861228866811,"Regent's Park",225.576,"Westminster","Regent's Park"
"644","E05000644",1054,4527,321,425,3385,1,0,1,1942.4,7.57167960086518,"St. James's",346.379,"Westminster","St. James's"
"645","E05000645",0,8,0,1,0,0.4,0.8,1.2,1.8,0.587786664902119,"Tachbrook",44.328,"Westminster","Tachbrook"
"646","E05000646",0,8,0,1,0,0.4,0.6,1.2,1.8,0.587786664902119,"Vincent Square",68.355,"Westminster","Vincent Square"
"647","E05000647",2,7,1,6,10,1,0.6,1.6,5.2,1.64865862558738,"Warwick",57.354,"Westminster","Warwick"
"648","E05000648",2,5,3,3,2,1,0.8,1.6,2.6,0.955511445027436,"Westbourne",67.646,"Westminster","Westbourne"
"649","E05000649",1054,4527,321,425,3385,1,0.6,1.6,1942.4,7.57167960086518,"West End",199.973,"Westminster","West End"
